element_id,pdf_page_number,printed_page_number,chapter_id,section_id,element_type,title_raw,source_locator,extraction_status,confidence,notes
CAL-P00765-CAL-SEC-3.4-001,765,760,CAL-CH3,CAL-SEC-3.4,section_header,3.4 端部ブラケットの設計,CAL-P00765,TEXT_EXTRACTED,HIGH,End bracket design section title
CAL-P00766-CAL-SEC-3.4.1-001,766,761,CAL-CH3,CAL-SEC-3.4.1,subsection_header,3.4.1 S1側 設計方針,CAL-P00766,TEXT_EXTRACTED,HIGH,S1 side design policy
CAL-P00766-CAL-SEC-3.4.1-002,766,761,CAL-CH3,CAL-SEC-3.4.1,figure,端ブラケットS1側断面図,CAL-P00766,TEXT_EXTRACTED,MEDIUM,S1 bracket section 2146x1900mm
CAL-P00766-CAL-SEC-3.4.1-003,766,761,CAL-CH3,CAL-SEC-3.4.1,text_block,荷重分担幅B=3.046m(B1=2.146 B2=0.900m) 45度分布,CAL-P00766,TEXT_EXTRACTED,HIGH,Load distribution width 3.046m
CAL-P00767-CAL-SEC-3.4.1-001,767,762,CAL-CH3,CAL-SEC-3.4.1,subsection_header,3.4.1.2 断面力 取付部断面力,CAL-P00767,TEXT_EXTRACTED,HIGH,Section forces at attachment
CAL-P00767-CAL-SEC-3.4.1-002,767,762,CAL-CH3,CAL-SEC-3.4.1,table,死荷重曲げM 舗装/床版/打下/GL/地覆/ブラケット Md=-127.97kNm,CAL-P00767,TEXT_EXTRACTED,MEDIUM,Dead load moment -127.97kNm
CAL-P00767-CAL-SEC-3.4.1-003,767,762,CAL-CH3,CAL-SEC-3.4.1,table,活荷重M P=100kN i=0.392常時 M1=-139.62 衝突時i=0.389 M2=-188.77kNm,CAL-P00767,TEXT_EXTRACTED,MEDIUM,Live load moment P=100kN impact
CAL-P00768-CAL-SEC-3.4.1-001,768,763,CAL-CH3,CAL-SEC-3.4.1,text_block,衝突荷重F=35.0kN(SC種) M=-68.95kNm 愛知県橋梁設計手引,CAL-P00768,TEXT_EXTRACTED,MEDIUM,Collision load 35kN
CAL-P00768-CAL-SEC-3.4.1-002,768,763,CAL-CH3,CAL-SEC-3.4.1,text_block,風荷重w=1.950kN/m2 Mw=-8.49kNm 並列影響1.3,CAL-P00768,TEXT_EXTRACTED,MEDIUM,Wind load moment -8.49kNm
CAL-P00769-CAL-SEC-3.4.1-001,769,764,CAL-CH3,CAL-SEC-3.4.1,table,せん断力計算/断面力集計表 設計M=-308.9kNm S=288.0kN,CAL-P00769,TEXT_EXTRACTED,MEDIUM,Design forces M=-308.9 S=288.0
CAL-P00770-CAL-SEC-3.4.1-001,770,765,CAL-CH3,CAL-SEC-3.4.1,subsection_header,3.4.1.3 断面計算,CAL-P00770,TEXT_EXTRACTED,HIGH,Section calculation
CAL-P00770-CAL-SEC-3.4.1-002,770,765,CAL-CH3,CAL-SEC-3.4.1,table,断面諸元 SM400 UFLG250x12 Web788x9 LFLG250x12 A=130.92cm2 I=132705cm4,CAL-P00770,TEXT_EXTRACTED,MEDIUM,Section properties
CAL-P00771-CAL-SEC-3.4.1-001,771,766,CAL-CH3,CAL-SEC-3.4.1,table,曲げ/局部座屈照査 sigma_u=95N/mm2 sigma_l=-95 N/mm2,CAL-P00771,TEXT_EXTRACTED,MEDIUM,Bending stress check 95MPa
CAL-P00772-CAL-SEC-3.4.1-001,772,767,CAL-CH3,CAL-SEC-3.4.1,table,せん断/合成照査 tau=41 N/mm2 tau=55N/mm2(先端) 合成0.42<=1.2,CAL-P00772,TEXT_EXTRACTED,MEDIUM,Shear check 41MPa
CAL-P00773-CAL-SEC-3.4.1-001,773,768,CAL-CH3,CAL-SEC-3.4.1,subsection_header,3.4.1.4 補剛材の計算,CAL-P00773,TEXT_EXTRACTED,HIGH,Stiffener calculation
CAL-P00773-CAL-SEC-3.4.1-002,773,768,CAL-CH3,CAL-SEC-3.4.1,table,垂直補剛材PL80x9 Iv=1536000mm4 水平補剛材省略,CAL-P00773,TEXT_EXTRACTED,MEDIUM,Stiffener PL80x9
CAL-P00774-CAL-SEC-3.4.1-001,774,769,CAL-CH3,CAL-SEC-3.4.1,subsection_header,3.4.1.5 活荷重たわみの照査,CAL-P00774,TEXT_EXTRACTED,HIGH,Live load deflection check
CAL-P00774-CAL-SEC-3.4.1-002,774,769,CAL-CH3,CAL-SEC-3.4.1,table,たわみδ=Pb^3/(6EI)*(3x/b-1) 許容δa=L/1200=1.58mm,CAL-P00774,TEXT_EXTRACTED,MEDIUM,Deflection calc
CAL-P00775-CAL-SEC-3.4.1-001,775,770,CAL-CH3,CAL-SEC-3.4.1,table,活荷重たわみ照査結果/ボルト継手照査,CAL-P00775,TEXT_EXTRACTED,MEDIUM,Deflection and bolt joint check
CAL-P00776-CAL-SEC-3.4.1-001,776,771,CAL-CH3,CAL-SEC-3.4.1,table,ボルト継手照査(最終) S1側,CAL-P00776,TEXT_EXTRACTED,MEDIUM,Bolt joint final S1
CAL-P00777-CAL-SEC-3.4.2-001,777,772,CAL-CH3,CAL-SEC-3.4.2,subsection_header,3.4.2 S2側 S2側ブラケット設計,CAL-P00777,TEXT_EXTRACTED,HIGH,S2 side bracket design
CAL-P00777-CAL-SEC-3.4.2-002,777,772,CAL-CH3,CAL-SEC-3.4.2,figure,端ブラケットS2側断面図,CAL-P00777,TEXT_EXTRACTED,MEDIUM,S2 bracket section
CAL-P00778-CAL-SEC-3.4.2-001,778,773,CAL-CH3,CAL-SEC-3.4.2,table,S2側死荷重/活荷重/衝突荷重曲げモーメント,CAL-P00778,TEXT_EXTRACTED,MEDIUM,S2 moments
CAL-P00779-CAL-SEC-3.4.2-001,779,774,CAL-CH3,CAL-SEC-3.4.2,table,S2側断面力集計表/設計断面力,CAL-P00779,TEXT_EXTRACTED,MEDIUM,S2 design forces
CAL-P00780-CAL-SEC-3.4.2-001,780,775,CAL-CH3,CAL-SEC-3.4.2,table,S2側断面諸元/曲げ/せん断照査,CAL-P00780,TEXT_EXTRACTED,MEDIUM,S2 section checks
CAL-P00781-CAL-SEC-3.4.2-001,781,776,CAL-CH3,CAL-SEC-3.4.2,table,S2側補剛材/活荷重たわみ照査,CAL-P00781,TEXT_EXTRACTED,MEDIUM,S2 stiffener deflection
CAL-P00782-CAL-SEC-3.4.2-001,782,777,CAL-CH3,CAL-SEC-3.4.2,table,S2側ボルト継手照査(最終),CAL-P00782,TEXT_EXTRACTED,MEDIUM,S2 bolt joint final
