candidate_id,entity_id,candidate_layer,field_path_candidate,semantic_class,raw_value,raw_unit,normalized_value,normalized_unit,normalization_rule_id,source_record_ids,calculation_locator,drawing_locator,confidence,verification_status,parity_status,adoption_status,issue_id,conflict_id,human_confirmation_id,phase3_action,notes
RP-007,ENT-LINE-ACL,report,report.section.CH1-PE-002,text,1.1 設計条件,,,,NOR-011,CH1-PE-002,calc_pdf_p7,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type section_title).
RP-038,ENT-LINE-ACL,report,report.section.CH1-PE-032,text,1.2 上部工構造一般図,,,,NOR-011,CH1-PE-032,calc_pdf_p8,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type section_title).
RP-043,ENT-LINE-ACL,report,report.section.CH1-PE-036,text,1.3 基本寸法一覧,,,,NOR-011,CH1-PE-036,calc_pdf_p10,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type section_title).
RP-045,ENT-LINE-ACL,report,report.section.CH1-PE-037,text,主桁支間長,,,,NOR-011,CH1-PE-037,calc_pdf_p10,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type subsection_title).
RP-047,ENT-LINE-ACL,report,report.section.CH1-PE-038,text,主桁格間長,,,,NOR-011,CH1-PE-038,calc_pdf_p10,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type subsection_title).
RP-049,ENT-LINE-ACL,report,report.section.CH1-PE-039,text,横断間隔長,,,,NOR-011,CH1-PE-039,calc_pdf_p11,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type subsection_title).
RP-157,ENT-LINE-ACL,report,report.section.CH2-PE-003,text,2.1 一般部,,,,NOR-011,CH2-PE-003,calc_pdf_p17,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type section_title).
RP-160,ENT-LINE-ACL,report,report.section.CH2-PE-005,text,§1. 設計条件,,,,NOR-011,CH2-PE-005,calc_pdf_p18,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type subsection_title).
RP-162,ENT-LINE-ACL,report,report.section.CH2-PE-006,text,1-1 各部構成,,,,NOR-011,CH2-PE-006,calc_pdf_p18,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type subsection_title).
RP-164,ENT-LINE-ACL,report,report.section.CH2-PE-007,text,1-2 荷重,,,,NOR-011,CH2-PE-007,calc_pdf_p18,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation section heading (type subsection_title).
