element_id,pdf_page_number,printed_page_number,chapter_id,section_id,element_type,title_raw,source_locator,extraction_status,confidence,notes
CAL-P01283-CAL-SEC-4.2-001,1283,1278,CAL-CH4,CAL-SEC-4.2,section_header,4.2 主桁の設計,calc_pdf_p1283,TEXT_EXTRACTED,HIGH,Section 4.2 - Main girder design
CAL-P01284-CAL-SEC-4.2.1-001,1284,1279,CAL-CH4,CAL-SEC-4.2.1,subsection_header,4.2.1 設計方針,calc_pdf_p1284,TEXT_EXTRACTED,HIGH,Design policy
CAL-P01284-CAL-SEC-4.2.1-002,1284,1279,CAL-CH4,CAL-SEC-4.2.1,text_block,設計方針(部分係数設計法に関わる事項),calc_pdf_p1284,TEXT_EXTRACTED,HIGH,Design policy - partial factor design method
CAL-P01284-CAL-SEC-4.2.1-003,1284,1279,CAL-CH4,CAL-SEC-4.2.1,text_block,"完成系: 鋼合成桁として設計。コンクリート床版は有効幅を考慮した合成断面,計算応力度は道示Ⅱの規定を満足するものとする",calc_pdf_p1284,TEXT_EXTRACTED,HIGH,Composite girder design with effective deck width per Doshin II
CAL-P01284-CAL-SEC-4.2.1-004,1284,1279,CAL-CH4,CAL-SEC-4.2.1,text_block,"施工系: 合成前の鋼桁断面として死荷重及び施工時荷重に対して安全であること,非合成桁と同様に断面の決定,応力度照査を行う",calc_pdf_p1284,TEXT_EXTRACTED,HIGH,Construction stage design per non-composite girder method
CAL-P01284-CAL-SEC-4.2.1-005,1284,1279,CAL-CH4,CAL-SEC-4.2.1,table,限界状態区分と照査項目一覧,calc_pdf_p1284,TEXT_EXTRACTED,MEDIUM,"Limit state categories: 1/2/3, 4 check items"
CAL-P01285-CAL-SEC-4.2.1-001,1285,1280,CAL-CH4,CAL-SEC-4.2.1,table,材料係数一覧,calc_pdf_p1285,TEXT_EXTRACTED,MEDIUM,Material factors: γm1/γm2/γmb/γms
CAL-P01285-CAL-SEC-4.2.1-002,1285,1280,CAL-CH4,CAL-SEC-4.2.1,table,部材係数・構造解析係数一覧,calc_pdf_p1285,TEXT_EXTRACTED,MEDIUM,Member and structural analysis factors
CAL-P01285-CAL-SEC-4.2.1-003,1285,1280,CAL-CH4,CAL-SEC-4.2.1,text_block,"鋼材SM490Y: σy=355N/mm2, σsu=490N/mm2, τy=205N/mm2, E=200000N/mm2, G=77000N/mm2",calc_pdf_p1285,TEXT_EXTRACTED,HIGH,Material properties SM490Y
CAL-P01286-CAL-SEC-4.2.1-001,1286,1281,CAL-CH4,CAL-SEC-4.2.1,text_block,断面諸量の算出に必要な鉄筋量は上下D22 @125mm,calc_pdf_p1286,TEXT_EXTRACTED,HIGH,Reinforcement D22 @125mm上下
CAL-P01286-CAL-SEC-4.2.1-002,1286,1281,CAL-CH4,CAL-SEC-4.2.1,text_block,合成断面設計: n=7(活荷重) n=14(クリープ) n=21(乾燥収縮),calc_pdf_p1286,TEXT_EXTRACTED,HIGH,Composite section n values
CAL-P01287-CAL-SEC-4.2.2-001,1287,1282,CAL-CH4,CAL-SEC-4.2.2,subsection_header,4.2.2 床版有効幅の計算,calc_pdf_p1287,TEXT_EXTRACTED,HIGH,Effective deck width calculation
