candidate_id,entity_id,candidate_layer,field_path_candidate,semantic_class,raw_value,raw_unit,normalized_value,normalized_unit,normalization_rule_id,source_record_ids,calculation_locator,drawing_locator,confidence,verification_status,parity_status,adoption_status,issue_id,conflict_id,human_confirmation_id,phase3_action,notes
AD-008,ENT-GIRDER-AG1,adopted_design,adopted_material.steel_sm490y,steel_grade,SM490Y,,,,NOR-011,"MATSEC-004,CH1-VAL-027,CH2-VAL-009",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Main structural steel grade.
AD-009,ENT-GIRDER-AG1,adopted_design,adopted_material.steel_sm400,steel_grade,SM400,,,,NOR-011,"MATSEC-005,CH1-VAL-028",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Mild steel grade.
AD-010,ENT-GIRDER-AG1,adopted_design,adopted_material.steel_sm520,steel_grade,SM520,,,,NOR-011,"MATSEC-003,CH1-VAL-026",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,High-strength steel grade.
AD-011,ENT-GIRDER-AG1,adopted_design,adopted_material.steel_ss400,steel_grade,SS400,,,,NOR-011,"MATSEC-006,CH1-VAL-029",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,General structural steel grade.
AD-012,ENT-GIRDER-AG1,adopted_design,adopted_material.steel_sm520h,steel_grade,SM520-H,,,,NOR-011,"SRC-calculation_chapter_03_section_3_2_values-006,ADV-007",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,High-strength steel for thick plates (47 mm LFLG Sec-6).
AD-013,ENT-GIRDER-AG1,adopted_design,adopted_material.rebar_sd345,MATERIAL_PROPERTY,SD345,,,,NOR-011,"MATSEC-013,CH1-VAL-033",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Rebar grade.
AD-014,ENT-GIRDER-AG1,adopted_design,adopted_material.concrete_deck_ck30,concrete_strength,30,N/mm2,30,N/mm2,NOR-007,"MATSEC-010,CH1-VAL-030,CH2-VAL-020",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Concrete design strength for composite deck / wrapping.
AD-015,ENT-GIRDER-AG1,adopted_design,adopted_material.concrete_wall_rail_ck24,concrete_strength,24,N/mm2,24,N/mm2,NOR-007,CH1-VAL-031,calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Concrete design strength wall rail.
AD-016,ENT-GIRDER-AG1,adopted_design,adopted_material.elastic_modulus_steel,elastic_modulus,2.0e8,kN/m2,2.0e8,kN/m2,NOR-005,"MATSEC-001,CAL-VAL-P00149-001",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Steel Young's modulus E=2.0e8 kN/m2.
AD-017,ENT-GIRDER-AG1,adopted_design,adopted_material.shear_modulus_steel,shear_modulus,7.7e7,kN/m2,7.7e7,kN/m2,NOR-005,"MATSEC-002,CAL-VAL-P00149-002",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Steel shear modulus G=7.7e7 kN/m2.
AD-018,ENT-GIRDER-AG1,adopted_design,adopted_material.yield_strength_sm490y,yield_strength,355,N/mm2,355,N/mm2,NOR-007,"MATSEC-007,CAL-VAL-P01285-001,CH2-VAL-011",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,SM490Y yield point sigma_y.
AD-019,ENT-GIRDER-AG1,adopted_design,adopted_material.tensile_strength_sm490y,MATERIAL_PROPERTY,490,N/mm2,490,N/mm2,NOR-007,"MATSEC-008,CAL-VAL-P01285-002",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,SM490Y tensile strength sigma_su.
AD-020,ENT-GIRDER-AG1,adopted_design,adopted_material.shear_yield_sm490y,MATERIAL_PROPERTY,205,N/mm2,205,N/mm2,NOR-007,"MATSEC-009,CAL-VAL-P01285-003",calc_pdf_p149,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,SM490Y shear yield tau_y.
