candidate_id,entity_id,candidate_layer,field_path_candidate,semantic_class,raw_value,raw_unit,normalized_value,normalized_unit,normalization_rule_id,source_record_ids,calculation_locator,drawing_locator,confidence,verification_status,parity_status,adoption_status,issue_id,conflict_id,human_confirmation_id,phase3_action,notes
LD-009,ENT-LINE-ACL,load,load_value.pavement,LOAD_VALUE,1.800,kN/m2,1.800,kN/m2,NOR-005,"LOAD-001,CAL-VAL-P00119-003",calc_pdf_p119,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Dead load: pavement
LD-010,ENT-LINE-ACL,load,load_value.deck,LOAD_VALUE,6.325,kN/m2,6.325,kN/m2,NOR-005,"LOAD-002,CAL-VAL-P00119-006",calc_pdf_p119,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Dead load: deck
LD-011,ENT-LINE-ACL,load,load_value.haunch,LOAD_VALUE,2.842,kN/m,2.842,kN/m,NOR-004,"LOAD-003,CAL-VAL-P00119-007",calc_pdf_p119,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Dead load: haunch AG1/AG2
LD-012,ENT-LINE-ACL,load,load_value.wall_rail,LOAD_VALUE,9.920,kN/m,9.920,kN/m,NOR-004,"LOAD-004,CAL-VAL-P00119-008",calc_pdf_p119,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Dead load: wall rail per side
LD-013,ENT-LINE-ACL,load,load_value.sound_barrier,LOAD_VALUE,2.100,kN/m,2.100,kN/m,NOR-004,"LOAD-005,CAL-VAL-P00119-009",calc_pdf_p119,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Dead load: sound barrier
LD-014,ENT-LINE-ACL,load,load_value.steel,LOAD_VALUE,12.000,kN/m,12.000,kN/m,NOR-004,"LOAD-006,CAL-VAL-P00119-010",calc_pdf_p119,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Dead load: steel per girder
LD-015,ENT-LINE-ACL,load,load_value.inspection,LOAD_VALUE,1.000,kN/m,1.000,kN/m,NOR-004,"LOAD-007,CAL-VAL-P00119-011",calc_pdf_p119,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Dead load: inspection walkway
LD-016,ENT-LINE-ACL,load,load_value.nose,LOAD_VALUE,1.000,kN/m,1.000,kN/m,NOR-004,"LOAD-008,CAL-VAL-P00119-013",calc_pdf_p119,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Dead load: nose
LD-017,ENT-LINE-ACL,load,load_value.curb,LOAD_VALUE,2.100,kN/m,2.100,kN/m,NOR-004,"LOAD-009,CAL-VAL-P00119-012",calc_pdf_p119,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Dead load: curb
LD-018,ENT-LINE-ACL,load,load_value.wind_outer,LOAD_VALUE,3.00,kN/m2,3.00,kN/m2,NOR-005,"LOAD-014,CH2-VAL-006",calc_pdf_p18,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Design wind load outer side
