candidate_id,entity_id,candidate_layer,field_path_candidate,semantic_class,raw_value,raw_unit,normalized_value,normalized_unit,normalization_rule_id,source_record_ids,calculation_locator,drawing_locator,confidence,verification_status,parity_status,adoption_status,issue_id,conflict_id,human_confirmation_id,phase3_action,notes
DS-205,ENT-GIRDER-AG1,design,judgment.ag1.sec-3.bending_upper,judgment,OK,,,,NOR-011,DC-001,calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-3 upper-fiber stress verification OK (stress < limit).
DS-206,ENT-GIRDER-AG1,design,judgment.ag1.sec-3.bending_lower,judgment,OK,,,,NOR-011,DC-002,calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-3 lower-fiber stress verification OK.
DS-207,ENT-GIRDER-AG1,design,judgment.ag1.sec-6.tension,judgment,OK,,,,NOR-011,DC-003,calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-6 support section tension check OK.
DS-208,ENT-GIRDER-AG1,design,judgment.ag1.sec-6.compression,judgment,OK,,,,NOR-011,DC-004,calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-6 support section compression check OK.
DS-209,ENT-GIRDER-AG1,design,judgment.ag1.sec-6.shear,judgment,OK,,,,NOR-011,DC-005,calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-6 shear check OK.
DS-210,ENT-GIRDER-AG1,design,judgment.ag1.sec-6.combined,judgment,OK,,,,NOR-011,DC-006,calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-6 combined bending+shear check OK (kappa 1.10 < 1.2).
DS-211,ENT-GIRDER-AG1,design,judgment.fatigue.no1,judgment,OK,,,,NOR-011,DC-007,calc_pdf_p852,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,No.1 fatigue check OK per Doshi (D=0.26 < 1.0).
DS-212,ENT-GIRDER-AG1,design,judgment.ag1.composite.combined,judgment,OK,,,,NOR-011,DC-008,calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,Composite section simultaneous bending+shear check (kappa 0.13).
DS-213,ENT-GIRDER-AG1,design,judgment.ag1.composite.shear,judgment,OK,,,,NOR-011,DC-009,calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,Composite section shear stress verification (tau 53 < 157).
DS-214,ENT-GIRDER-AG1,design,judgment.steel_weight_ratio,judgment,OK,,,,NOR-011,DC-010,calc_pdf_p674,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,Assumed vs actual steel weight comparison OK (95.7% <= 110%).
DS-215,ENT-SUPPORT-PU15,design,judgment.bearing.PU15.max_compression,judgment,OK,,,,NOR-011,CH5-TBL-033,calc_pdf_p2040,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,PU15 bearing max compressive stress check (4.56 < 8.0).
DS-216,ENT-SUPPORT-PR1,design,judgment.bearing.PR1.max_compression,judgment,OK,,,,NOR-011,CH5-TBL-034,calc_pdf_p2040,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,PR1 bearing max compressive stress check OK (5.14 < 8.0).
DS-217,ENT-SUPPORT-PR2,design,judgment.bearing.PR2.max_compression,judgment,OK,,,,NOR-011,CH5-TBL-035,calc_pdf_p2040,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,PR2 bearing max compressive stress check OK (5.16 < 8.0).
DS-218,ENT-SUPPORT-AR2,design,judgment.bearing.AR2.max_compression,judgment,OK,,,,NOR-011,CH5-TBL-036,calc_pdf_p2040,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AR2 bearing max compressive stress check OK (4.68 < 8.0).
DS-219,ENT-SUPPORT-PR1,design,judgment.bearing.PR1.repeated_displacement,judgment,OK,,,,NOR-011,CH5-TBL-038,calc_pdf_p2041,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,PR1 repeated horizontal displacement check OK (6.7% < 70%).
DS-220,ENT-SUPPORT-PR2,design,judgment.bearing.PR2.repeated_displacement,judgment,OK,,,,NOR-011,CH5-TBL-039,calc_pdf_p2041,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,PR2 repeated horizontal displacement check OK (6.7% < 70%).
DS-221,ENT-SUPPORT-AR2,design,judgment.bearing.AR2.repeated_displacement,judgment,OK,,,,NOR-011,CH5-TBL-040,calc_pdf_p2041,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AR2 repeated horizontal displacement check OK (30.5% < 70%).
DS-222,ENT-SUPPORT-PU15,design,judgment.wrapping_concrete.rebar_count,judgment,N/A,,,,NOR-011,"CAL-VAL-P00819-004,CAL-VAL-P00820-003,CAL-VAL-P00821-004",calc_pdf_p819,,LOW,UNVERIFIED,CALC_ONLY,HUMAN_CONFIRMATION_REQUIRED,,,HCR-002,HUMAN_VALIDATION,Wrapping-concrete minimum rebar counts (D19 n=18/19/26) computed; no explicit OK/NG verdict extracted. Requires human confirmation.
DS-223,ENT-GIRDER-AG1,design,judgment.camber,judgment,N/A,,,,NOR-011,SRC-calculation_chapter_03_section_3_2_values-019,,DWG-S020,LOW,UNVERIFIED,DRAWING_ONLY,EXCLUDED_DRAWING_ONLY,,,,GOLDEN_EXCLUDED,Camber shown only on drawing sheet 20 (camber diagram/table); no camber calc values extracted. Drawing-only.
DS-242,ENT-GIRDER-AG1,design,design_gap.stiffeners.vertical,NOTE,,,,,NONE,SRC-calculation_chapter_03_section_3_2_notes-014,calc_pdf_p291,,LOW,UNVERIFIED,ONE_SOURCE_ONLY,HUMAN_CONFIRMATION_REQUIRED,,,HCR-002,ORPHAN_LOG,Vertical stiffener design policy extracted as note only; no numeric check values registered.
DS-243,ENT-GIRDER-AG1,design,design_gap.splice.field,NOTE,,,,,NONE,"SRC-calculation_chapter_03_section_3_2_notes-036,SRC-calculation_chapter_03_section_3_2_tables-044",calc_pdf_p379,,LOW,UNVERIFIED,ONE_SOURCE_ONLY,HUMAN_CONFIRMATION_REQUIRED,,,HCR-002,ORPHAN_LOG,Field splice design described by equations/tables; bolt-level results not individually extracted.
DS-244,ENT-GIRDER-AG1,design,design_gap.welding.flange_web,welding,,,,,NONE,SRC-calculation_chapter_03_section_3_2_tables-047,calc_pdf_p667,,LOW,UNVERIFIED,ONE_SOURCE_ONLY,HUMAN_CONFIRMATION_REQUIRED,,,HCR-002,ORPHAN_LOG,Flange-web weld verification table present; per-weld values not extracted.
DS-245,ENT-GIRDER-AG1,design,design_gap.camber.drawings,camber,,,,,NONE,SRC-calculation_chapter_03_section_3_2_values-019,,DWG-S020,MEDIUM,UNVERIFIED,DRAWING_ONLY,EXCLUDED_DRAWING_ONLY,,,,GOLDEN_EXCLUDED,Camber diagram/table on drawing sheet 20 only; no calc camber values.
