candidate_id,entity_id,candidate_layer,field_path_candidate,semantic_class,raw_value,raw_unit,normalized_value,normalized_unit,normalization_rule_id,source_record_ids,calculation_locator,drawing_locator,confidence,verification_status,parity_status,adoption_status,issue_id,conflict_id,human_confirmation_id,phase3_action,notes
DS-178,ENT-GIRDER-AG1,design,limit.tension_ls3_tud,stress_limit,272,N/mm2,272,N/mm2,NOR-007,"DC-011,CAL-VAL-P01319-016,SRC-calculation_chapter_03_section_3_2_values-017",calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,"Upper flange tension limit sigma_tud (limit state 3, SM490Y)."
DS-179,ENT-GIRDER-AG1,design,limit.compression_sec3_cud,stress_limit,247,N/mm2,247,N/mm2,NOR-007,DC-001,calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,AG1 Sec-3 compression limit sigma_cud (limit state 3).
DS-180,ENT-GIRDER-AG1,design,limit.compression_sec6_cud,stress_limit,250,N/mm2,250,N/mm2,NOR-007,DC-004,calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,AG1 Sec-6 compression limit sigma_cud (limit state 3).
DS-181,ENT-GIRDER-AG1,design,limit.compression_composite_uflg,stress_limit,193,N/mm2,193,N/mm2,NOR-007,"DC-012,CAL-VAL-P01319-017",calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Composite upper-flange compression limit sigma_cud (LS3).
DS-182,ENT-GIRDER-AG1,design,limit.compression_composite_lflg,stress_limit,164,N/mm2,164,N/mm2,NOR-007,CAL-VAL-P01319-019,calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Composite lower-flange compression limit sigma_cud (LS3).
DS-183,ENT-GIRDER-AG1,design,limit.shear_tud,stress_limit,157,N/mm2,157,N/mm2,NOR-007,"DC-005,DC-013,CAL-VAL-P01319-020,SRC-calculation_chapter_03_section_3_2_values-018",calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Web shear limit tau_ud (limit state 3).
DS-184,ENT-GIRDER-AG1,design,limit.combined_kappa_limit,LIMIT_VALUE,1.2,,1.2,,NOR-009,DC-006,calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Combined bending+shear kappa limit <= 1.2.
DS-185,ENT-GIRDER-AG1,design,limit.fatigue_damage_limit,LIMIT_VALUE,1.0,,1.0,,NOR-009,DC-007,calc_pdf_p852,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Fatigue damage ratio limit D < 1.0.
DS-186,ENT-GIRDER-AG1,design,limit.bracket_bending_compression,stress_limit,144,N/mm2,144,N/mm2,NOR-007,"DC-014,CAL-VAL-P00771-001",calc_pdf_p771,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Bracket bending-compression limit sigma_brgd.
DS-187,ENT-GIRDER-AG1,design,limit.bracket_tension,stress_limit,180,N/mm2,180,N/mm2,NOR-007,"DC-015,CAL-VAL-P00771-002",calc_pdf_p771,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Bracket tension limit sigma_tud.
DS-188,ENT-GIRDER-AG1,design,limit.concrete_ck,concrete_strength,30,N/mm2,30,N/mm2,NOR-007,"CAL-VAL-P01319-004,CH1-VAL-030",calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Concrete design strength sigma_ck (composite deck / wrapping).
DS-189,ENT-GIRDER-AG1,design,limit.rubber_max_compressive,stress_limit,8.0,N/mm2,8.0,N/mm2,NOR-007,"CH5-TBL-034,CH5-TBL-035,CH5-TBL-036",calc_pdf_p2040,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Rubber bearing max compressive stress limit sigma_maxa.
DS-190,ENT-GIRDER-AG1,design,limit.rubber_shear_strain_g10,LIMIT_VALUE,365,%,365,%,NOR-009,CH5-VAL-042,calc_pdf_p2039,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,NR rubber local shear strain limit (G10).
DS-191,ENT-GIRDER-AG1,design,limit.rubber_shear_strain_g12,LIMIT_VALUE,330,%,330,%,NOR-009,CH5-VAL-043,calc_pdf_p2039,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,NR rubber local shear strain limit (G12).
DS-192,ENT-GIRDER-AG1,design,limit.rubber_repeated_horizontal,LIMIT_VALUE,70,%,70,%,NOR-009,"CH5-TBL-038,CH5-TBL-039,CH5-TBL-040",calc_pdf_p2041,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Rubber repeated horizontal displacement shear-strain limit gamma_sa.
DS-193,ENT-GIRDER-AG1,design,limit.steel_weight_ratio,LIMIT_VALUE,110,%,110,%,NOR-009,DC-010,calc_pdf_p674,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Assumed vs actual steel weight ratio limit <= 110%.
