candidate_id,entity_id,candidate_layer,field_path_candidate,semantic_class,raw_value,raw_unit,normalized_value,normalized_unit,normalization_rule_id,source_record_ids,calculation_locator,drawing_locator,confidence,verification_status,parity_status,adoption_status,issue_id,conflict_id,human_confirmation_id,phase3_action,notes
DS-050,ENT-GIRDER-AG1,design,stress.ag1.sec-3.bending_upper,bending_stress,-232,N/mm2,-232,N/mm2,NOR-007,"DC-001,SRC-calculation_chapter_03_section_3_2_values-040",calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-3 upper-fiber bending stress (compression).
DS-051,ENT-GIRDER-AG1,design,stress.ag1.sec-3.bending_lower,bending_stress,249,N/mm2,249,N/mm2,NOR-007,"DC-002,SRC-calculation_chapter_03_section_3_2_values-041",calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-3 lower-fiber bending stress (tension).
DS-052,ENT-GIRDER-AG1,design,stress.ag1.sec-6.bending_upper,bending_stress,261,N/mm2,261,N/mm2,NOR-007,"DC-003,SRC-calculation_chapter_03_section_3_2_values-052",calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,"AG1 Sec-6 upper-fiber bending stress (tension, support)."
DS-053,ENT-GIRDER-AG1,design,stress.ag1.sec-6.bending_lower,bending_stress,-224,N/mm2,-224,N/mm2,NOR-007,"DC-004,SRC-calculation_chapter_03_section_3_2_values-053",calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,"AG1 Sec-6 lower-fiber bending stress (compression, support)."
DS-054,ENT-GIRDER-AG1,design,stress.ag1.sec-6.shear,shear_stress,75,N/mm2,75,N/mm2,NOR-007,"DC-005,SRC-calculation_chapter_03_section_3_2_values-054",calc_pdf_p297,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-6 web shear stress.
DS-055,ENT-GIRDER-AG1,design,stress.ag1.sec-1.shear_composite,shear_stress,53,N/mm2,53,N/mm2,NOR-007,"DC-009,CAL-VAL-P01319-028",calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,AG1 Sec-1 composite-section shear stress (n=7).
DS-056,ENT-GIRDER-AG1,design,stress.fatigue.no1.dead_stress,bending_stress,63,N/mm2,63,N/mm2,NOR-007,"AR-017,CAL-VAL-P00850-003",calc_pdf_p850,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,Fatigue check No.1 dead-load stress.
DS-057,ENT-GIRDER-AG1,design,stress.fatigue.no1.stress_range,fatigue,54,N/mm2,54,N/mm2,NOR-007,"AR-018,CAL-VAL-P00851-001",calc_pdf_p851,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,Fatigue check No.1 stress range delta_sigma_max.
DS-058,ENT-GIRDER-AG1,design,stress.fatigue.no2.dead_stress,bending_stress,-84,N/mm2,-84,N/mm2,NOR-007,"AR-019,CAL-VAL-P00853-003",calc_pdf_p853,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,Fatigue check No.2 dead-load stress (compression).
DS-059,ENT-GIRDER-AG1,design,stress.fatigue.no2.stress_range,fatigue,80,N/mm2,80,N/mm2,NOR-007,"AR-020,CAL-VAL-P00854-001",calc_pdf_p854,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_DESIGN_RESULT,,,,GOLDEN_EXCLUDED,Fatigue check No.2 stress range delta_sigma_max.
